Soil Type,Average Temperature (°C),Average Rainfall (mm),Sunlight Hours (hours),Historical Crop Yields,Predicted Crop Type,Predicted Crop Yield,Confidence Score for Prediction
Clayey soil,23.90011635,2444.57528,9.195862902,4.322502352,Cereal,High,0.8341739314
Loamy soil,31.30421019,674.3510651,5.826118529,2.700377958,Pulses,High,0.889814845
Red soil,19.80985259,2808.378217,4.983230092,1.725161123,Pulses,High,0.8977099846
Red soil,18.25634898,2229.83376,10.02195641,1.265056527,Pulses,High,0.8080989747
Red soil,28.09120659,1841.096188,9.800967556,1.121152305,Pulses,Medium,0.8876861184
Black soil,36.99381917,1860.244131,10.06985593,1.000056274,Commercial,High,0.9206704303
Black soil,17.85915987,573.4463396,11.38567053,3.717838107,Pulses,Low,0.598946791
Loamy soil,37.94701948,538.0603403,7.999830092,4.429756126,Pulses,Medium,0.9665060284
Red soil,31.79440243,2010.346329,10.30363005,3.673412992,Pulses,High,0.5408528797
Red soil,20.13559268,1713.807133,6.57195439,2.785815766,Fruit/Vegetable,Low,0.6388250057
Black soil,23.08033236,2359.716959,5.748806856,3.063601012,Fruit/Vegetable,Medium,0.8776737182
Sandy soil,22.2218739,519.7550883,7.893199752,4.421099164,Fruit/Vegetable,Low,0.9102672195
Loamy soil,38.75023832,877.676139,9.632645281,3.210810312,Cereal,Medium,0.9336572173
Clayey soil,16.96858144,1701.025483,5.519479509,1.254288509,Commercial,Low,0.6917921271
Clayey soil,39.4807208,2892.572586,4.595625453,2.198805714,Pulses,High,0.9288713895
Black soil,36.25158431,847.1478365,5.200721578,4.594138987,Cereal,Low,0.7567491864
Sandy soil,25.77409381,2988.779141,7.146043722,2.009758451,Pulses,High,0.9153310096
Clayey soil,21.32941221,2987.260098,7.87591876,3.032549187,Cereal,Low,0.9672568051
Sandy soil,24.8723007,820.3246197,8.264882057,2.961299066,Pulses,High,0.7695390576
Clayey soil,33.53057709,1574.525922,10.69403007,4.942132157,Pulses,High,0.5132203482
Red soil,27.63104115,1616.393057,7.406627495,3.407986691,Fruit/Vegetable,High,0.7172524025
Black soil,25.22920401,2621.623387,6.658947895,2.221866127,Fruit/Vegetable,High,0.711093393
Loamy soil,27.29822292,1801.633931,4.404727803,2.892058524,Fruit/Vegetable,High,0.9180190834
Sandy soil,20.3254236,1198.873041,6.756501626,2.975142905,Fruit/Vegetable,Low,0.5945451712
Clayey soil,18.27579166,2051.524138,5.976106742,4.509454563,Commercial,Medium,0.6857093966
Loamy soil,31.80286121,2211.602397,9.061874862,3.240591626,Cereal,Low,0.7021148785
Clayey soil,16.33688601,1670.365521,6.053840389,2.032079867,Fruit/Vegetable,Low,0.5832385542
Black soil,34.52508204,2999.559003,4.185799274,1.446466917,Commercial,Low,0.7345247933
Clayey soil,17.60574116,2311.220015,7.231401234,2.133077628,Fruit/Vegetable,Medium,0.6515174386
Red soil,19.05156308,2164.90523,8.057583314,4.876498658,Pulses,Medium,0.9700006339
Loamy soil,35.8255163,1792.623827,4.385843601,1.361134386,Commercial,High,0.91900658
Black soil,25.35202586,1331.863534,5.775874941,3.900169373,Commercial,High,0.9135790472
Red soil,33.35637954,582.2763539,6.662014915,2.84181827,Cereal,Low,0.7392759835
Red soil,28.83478928,2580.768908,10.8974945,1.482444827,Pulses,Medium,0.6770028585
Clayey soil,15.34186477,2345.594812,7.941564885,3.272200189,Pulses,Medium,0.5759824378
Clayey soil,38.89541736,987.7330677,5.177133905,3.941977476,Fruit/Vegetable,High,0.7049017438
Red soil,20.04427799,816.3730906,5.639480101,2.611450349,Commercial,High,0.7779091559
Black soil,34.71969485,2002.18113,6.988199798,4.722258665,Cereal,Medium,0.842287492
Sandy soil,21.2128213,2639.126326,5.350738141,2.946762436,Cereal,Low,0.8472674252
Red soil,25.26217966,2655.59318,10.03135749,4.537360466,Fruit/Vegetable,High,0.5311200853
Black soil,27.90332815,1168.424837,9.04078733,3.977406247,Pulses,Low,0.6923893664
Loamy soil,29.09644746,2899.23606,4.365871317,3.520465329,Pulses,Low,0.6794759074
Sandy soil,33.39972882,2235.409329,9.143030321,4.668647313,Fruit/Vegetable,Medium,0.7257356191
Loamy soil,21.6243162,850.890318,7.156265662,4.187765424,Pulses,High,0.7912966578
Clayey soil,27.13760801,1592.387749,6.861610883,4.741383629,Commercial,Medium,0.6790109583
Red soil,28.24210697,2005.503531,11.11536909,4.252884789,Pulses,High,0.6651355671
Clayey soil,23.54999904,733.1234527,9.504231049,3.004700218,Cereal,Medium,0.9346983627
Clayey soil,15.74119026,2830.975833,4.47203205,2.24119401,Fruit/Vegetable,Low,0.6351025484
Black soil,30.15244394,1855.453641,11.63732282,2.320248528,Cereal,High,0.6758800875
Sandy soil,36.05034456,1454.088446,5.851893439,1.303709796,Cereal,Low,0.8847029853
Sandy soil,23.95479821,2866.524577,6.836214174,1.600859429,Pulses,Low,0.883040448
Red soil,22.47181707,2389.682033,5.074748177,3.967195881,Pulses,Low,0.6506397911
Red soil,33.8518448,500.9627175,6.106449021,1.017313408,Cereal,Low,0.8118367866
Sandy soil,16.74368448,1170.869724,11.579323,1.933630794,Cereal,High,0.8868888885
Loamy soil,15.00681955,1387.499003,5.790551645,4.019203642,Fruit/Vegetable,High,0.5889919753
Sandy soil,15.99686176,997.9698077,5.804959128,3.044733354,Fruit/Vegetable,Medium,0.7185586118
Sandy soil,34.15679487,2846.415959,4.476208864,4.55544874,Fruit/Vegetable,High,0.7888406059
Clayey soil,22.83255883,1320.201118,11.59426184,2.750120361,Cereal,High,0.7639248423
Loamy soil,38.58954938,1351.212847,8.186271407,3.548532919,Commercial,High,0.627760462
Black soil,34.96453311,1036.680207,5.406206663,1.491872415,Cereal,Medium,0.5322853927
Loamy soil,38.27253809,901.4075099,4.174267164,1.588406141,Fruit/Vegetable,High,0.9053627801
Sandy soil,29.34768996,2232.584953,11.98708357,3.383354795,Fruit/Vegetable,Low,0.5466761407
Sandy soil,30.27971323,516.9971214,9.570646407,1.952879986,Commercial,Low,0.5060231368
Sandy soil,34.6960833,2087.449335,11.36151254,1.554456801,Fruit/Vegetable,Medium,0.6289763747
Loamy soil,27.18349694,2963.752914,9.249313464,1.580864927,Fruit/Vegetable,Medium,0.8496649574
Clayey soil,31.41676895,1000.081926,11.94611275,4.655004742,Commercial,Medium,0.811592129
Black soil,32.63106035,517.7464657,7.800378992,1.551994228,Pulses,High,0.7035396876
Red soil,36.34082093,2783.123759,4.67212778,2.167225344,Commercial,High,0.519091021
Red soil,21.13818527,818.6146023,4.267015892,4.22263511,Pulses,Medium,0.7957742441
Loamy soil,30.25339912,1832.527355,4.994148213,1.053136474,Fruit/Vegetable,High,0.9226579924
Loamy soil,30.23880975,1478.832286,11.67786455,1.318511491,Commercial,High,0.6840858117
Loamy soil,27.55631524,2353.508706,7.815374563,2.408216639,Fruit/Vegetable,Medium,0.6964059711
Clayey soil,21.44347143,2641.461472,6.147380003,1.131691799,Fruit/Vegetable,Medium,0.7881665962
Sandy soil,22.68974736,1654.505849,10.32615648,3.947983724,Pulses,Medium,0.9940141156
Clayey soil,29.37980143,2176.647647,4.244485728,2.623704649,Fruit/Vegetable,Low,0.9850505104
Red soil,20.36797451,1116.945399,10.78246328,4.733219998,Pulses,Low,0.855462615
Clayey soil,34.54218525,1578.653821,10.78811099,2.778362268,Cereal,High,0.535210503
Loamy soil,17.6303927,2754.914086,6.068974097,1.539790025,Pulses,Low,0.7601028373
Clayey soil,26.46676986,1084.957299,10.64329271,2.807001259,Pulses,Medium,0.6924179961
Red soil,16.26301652,2737.256566,6.199181337,2.455330013,Fruit/Vegetable,Medium,0.903145886
Clayey soil,15.48274855,689.2865544,5.489674507,2.715629192,Cereal,High,0.5693942981
Loamy soil,30.50913337,1238.325347,4.817897596,2.326183234,Cereal,Low,0.5381466514
Black soil,28.28028865,2866.796792,5.05435243,3.925528646,Pulses,High,0.61495152
Black soil,26.78480398,2686.690337,6.550777416,1.917096551,Cereal,High,0.5221227846
Red soil,28.72707226,1757.841395,11.0440715,3.152259934,Pulses,High,0.5184949547
Black soil,18.3807057,801.6107619,11.8633169,4.268972914,Fruit/Vegetable,High,0.6144023974
Black soil,36.24400736,2566.234215,4.196440065,1.188264815,Cereal,High,0.6810762734
Red soil,32.96426357,2629.274913,10.92724987,4.974232726,Pulses,High,0.6567103709
Clayey soil,15.37586985,2089.971215,9.504682099,2.590354204,Fruit/Vegetable,Low,0.7338401661
Red soil,20.74689894,2226.69157,8.690128271,3.507109763,Fruit/Vegetable,Medium,0.9567371432
Red soil,25.01590718,559.2587861,6.711266412,2.783936764,Fruit/Vegetable,Low,0.6071029253
Sandy soil,29.82449653,1890.363658,11.19335115,4.521775803,Pulses,High,0.8372926583
Clayey soil,38.58353626,2767.144982,5.298418471,2.485060548,Commercial,Medium,0.9803372563
Loamy soil,22.92494734,2991.451446,10.52006666,3.581264049,Fruit/Vegetable,High,0.6672675233
Black soil,18.7863984,2376.175493,8.902440976,4.81927947,Fruit/Vegetable,Low,0.8187425364
Clayey soil,20.26128697,2079.166398,9.96346507,3.818590108,Fruit/Vegetable,High,0.9051165162
Clayey soil,34.45292896,1754.573926,5.308887296,4.869643886,Commercial,High,0.7973182287
Black soil,23.99267078,1832.200542,11.04328781,3.929710345,Cereal,Low,0.7943651331
Red soil,36.31713012,2576.903129,10.48790719,4.49886448,Cereal,Low,0.9613489811
Red soil,30.57037935,1155.338056,11.19202567,1.542311889,Fruit/Vegetable,Low,0.9161370652
Sandy soil,19.04415029,1953.504999,6.203196874,3.095591695,Pulses,Low,0.8824686804
Sandy soil,38.75850664,598.9907889,9.479372916,2.701349278,Cereal,Low,0.5679789249
Sandy soil,31.452186,604.9057881,7.254760289,3.767658562,Cereal,Medium,0.8818891735
Loamy soil,17.40962948,1863.322683,6.520462067,2.939467292,Pulses,Low,0.5711277191
Clayey soil,16.58197037,512.3032184,10.01961382,3.827809246,Commercial,High,0.8736198201
Loamy soil,22.83420884,1092.847472,11.11595679,1.548551215,Fruit/Vegetable,High,0.9053826618
Sandy soil,23.88911888,1403.806504,8.998804966,2.411614047,Commercial,Medium,0.5162959977
Clayey soil,25.52826359,2209.599366,5.205852856,3.869695998,Fruit/Vegetable,High,0.8099269149
Sandy soil,16.21271725,2254.070974,9.507840296,3.656800994,Cereal,Low,0.7056724387
Red soil,18.00691441,1186.973886,6.218809153,1.432930614,Commercial,Medium,0.8331657091
Sandy soil,35.86832056,877.6112931,9.156676992,1.416004841,Pulses,Low,0.8731792157
Loamy soil,33.8173196,820.2840733,4.949971343,1.381291882,Fruit/Vegetable,High,0.7936100628
Loamy soil,27.66890295,507.4568565,11.08507505,2.221317629,Cereal,Medium,0.9814775117
Black soil,24.06657514,543.0238923,7.077003801,1.899193729,Pulses,Medium,0.916197923
Clayey soil,15.76104355,1519.087082,8.18912341,2.490067962,Fruit/Vegetable,Medium,0.7952548527
Clayey soil,17.68634761,2306.235603,8.102632764,1.695036744,Commercial,Low,0.7693320393
Sandy soil,35.05978844,1602.071063,6.389716815,4.489025554,Fruit/Vegetable,High,0.7879627875
Loamy soil,39.26816871,1761.438617,6.940184603,4.890975055,Cereal,High,0.5920352007
Loamy soil,15.83631039,1086.570101,5.341691729,1.065980457,Commercial,High,0.8650791205
Sandy soil,25.83366761,2381.648655,4.490644118,3.922546766,Cereal,Low,0.8319404292
Black soil,36.9922014,1350.433382,8.916828612,4.444161571,Fruit/Vegetable,Low,0.5789750762
Loamy soil,35.24888312,957.0944724,10.29209257,2.361477185,Cereal,Medium,0.6586179832
Clayey soil,19.18955563,2064.526081,7.533552463,3.015533672,Pulses,High,0.7996259741
Sandy soil,16.5409211,2392.863545,7.370816399,1.736454732,Pulses,Low,0.9183716575
Sandy soil,17.70386186,2580.206804,5.976165892,3.239774968,Commercial,High,0.5102640028
Sandy soil,27.00467777,2295.873755,4.437625904,4.649584769,Commercial,Medium,0.6311600403
Sandy soil,35.08196086,1210.262139,4.618970104,4.45376255,Cereal,Medium,0.6547745574
Clayey soil,21.04892743,916.2104146,10.23718611,2.820646826,Fruit/Vegetable,Low,0.8673966456
Clayey soil,16.14475596,2813.205692,5.686490664,2.87968524,Commercial,Medium,0.9838978201
Clayey soil,25.5072604,1592.095379,4.606842041,3.019234645,Pulses,Medium,0.6973510868
Clayey soil,25.73124827,2476.310293,6.921222534,3.233705698,Commercial,Medium,0.673660536
Red soil,16.89562903,873.750209,5.659710414,1.6949687,Fruit/Vegetable,Medium,0.6675666948
Red soil,19.53909931,693.1569663,5.707117761,2.428413891,Commercial,Low,0.9691208843
Clayey soil,38.40174341,2627.025441,11.19165634,1.85163463,Commercial,Medium,0.9524425052
Loamy soil,23.43000764,608.1255208,6.173172815,2.571810321,Fruit/Vegetable,High,0.9097729215
Clayey soil,27.41894185,2734.896613,8.675452406,4.003685659,Pulses,High,0.8786335264
Red soil,16.69710218,2781.320559,8.574275367,1.970976247,Commercial,High,0.5382934274
Sandy soil,30.09106965,2151.129613,9.989275464,3.287961775,Fruit/Vegetable,Low,0.9705657279
Black soil,30.96441218,1095.136368,5.119988065,3.139755871,Commercial,Medium,0.9149233333
Red soil,33.68028682,2556.097402,9.575928597,1.908467175,Fruit/Vegetable,High,0.6829936388
Sandy soil,33.05857353,562.7059028,8.777276321,3.655656879,Commercial,High,0.9380520718
Loamy,19.94353675,425.5091413,7.112120286,4.569076359,Commercial,High,0.8399372642
Clayey,12.86217372,1425.096836,7.020396728,4.319294858,Commercial,High,0.7142680222
Clayey,13.35353607,1099.136833,9.375143597,3.983823651,Fruit/Vegetable,Low,0.808689316
Loamy,27.94618288,859.3851752,8.94621352,2.898771551,Commercial,High,0.7717098447
Loamy,32.24136919,961.4750684,7.333721078,4.190615603,Cereal,High,0.7302869073
Clayey,20.52238013,644.7524679,7.952756332,1.000981531,Fruit/Vegetable,Low,0.8392315071
Loamy,17.01325892,917.8213907,10.0599429,2.172020892,Commercial,High,0.7521426303
Sandy,25.27195903,1448.670508,7.623429403,3.502123825,Fruit/Vegetable,Low,0.703330201
Loamy,10.3450432,568.521681,10.84739478,1.409906036,Fruit/Vegetable,Low,0.9166226311
Loamy,15.93991864,801.5560983,7.719189125,4.919101042,Commercial,Low,0.7065316734
Sandy,10.40350268,1452.766494,7.81976339,4.474647041,Commercial,High,0.9142696429
Sandy,18.4588815,882.2969621,7.666265296,1.602008187,Cereal,Low,0.9067013233
Sandy,16.07627214,1129.823703,7.335408279,3.541645059,Commercial,Low,0.9177792674
Clayey,20.41729008,1071.338363,10.38031984,2.104636701,Commercial,Low,0.7530799064
Loamy,17.74417185,594.5707177,7.895919231,2.518302906,Commercial,Medium,0.9348184223
Sandy,21.27951837,935.0357942,10.14298013,3.457616925,Fruit/Vegetable,Medium,0.8960772551
Loamy,22.41265409,1111.262976,10.88638363,1.506579315,Cereal,Medium,0.8022401858
Clayey,34.37165181,610.5383814,7.492039824,2.005637068,Commercial,Medium,0.8591011714
Clayey,27.97940302,722.6238382,9.101676727,2.100439523,Fruit/Vegetable,High,0.7891455443
Clayey,25.54242711,790.9422685,10.76892077,3.821136254,Fruit/Vegetable,Low,0.7635269352
Clayey,20.66682395,899.4996532,7.50057174,1.53278808,Commercial,Low,0.8140320402
Sandy,11.81532398,945.7928477,8.251642967,3.156374954,Cereal,High,0.8948458227
Clayey,14.87597456,1316.978342,7.085136257,3.474889426,Fruit/Vegetable,Low,0.8193087881
Loamy,19.57944775,742.2554513,6.758817785,2.497290636,Commercial,Medium,0.8343560793
Loamy,24.43373328,407.6421998,10.52896666,2.394528314,Cereal,Low,0.7157399509
Clayey,19.48327883,418.7711384,11.94579752,2.156070121,Fruit/Vegetable,Low,0.8391735498
Sandy,33.81367802,821.8293089,11.66181096,2.288592472,Cereal,Medium,0.8333918041
Clayey,29.14413227,552.4806064,11.31091903,4.888519059,Cereal,High,0.9743683778
Sandy,28.1751541,1257.653012,9.441271195,4.417031836,Commercial,Low,0.7824767603
Sandy,26.25758873,1054.88375,7.821676474,1.883673642,Commercial,Medium,0.8892653823
Clayey,24.84226076,929.7192942,11.19575005,4.200346786,Cereal,Medium,0.8914663539
Loamy,27.51577623,891.2032818,6.302359142,2.115763049,Cereal,Medium,0.7106623257
Loamy,19.55059155,303.8784405,7.014721052,1.450235543,Cereal,Low,0.8848675457
Sandy,16.23596349,1251.430358,6.870818796,4.016285025,Fruit/Vegetable,High,0.9827574838
Loamy,13.77261765,1494.206702,10.99282632,1.378565393,Commercial,High,0.9133229328
Clayey,11.74792245,1427.146741,6.718657956,3.077120228,Cereal,Low,0.734231095
Sandy,27.2822003,689.2164099,10.56275395,1.262998067,Commercial,Medium,0.8678334244
Clayey,22.75386221,1218.605266,10.8648471,3.553619473,Fruit/Vegetable,Low,0.7782757113
Clayey,29.73836925,1241.987243,7.05102624,2.268895192,Cereal,High,0.8708027491
Sandy,19.47349054,584.9338889,7.460986713,2.228417421,Commercial,Low,0.853141895
Sandy,12.57024412,1119.782256,10.40099654,3.691923919,Commercial,Low,0.8961172078
Clayey,13.81339271,1020.889386,6.945626057,1.970574479,Fruit/Vegetable,Medium,0.7823975974
Sandy,22.20786409,794.3225438,7.207466681,1.346734421,Commercial,Low,0.9397141427
Loamy,25.26041006,768.8394278,10.25748914,2.563102831,Fruit/Vegetable,Medium,0.756095483
Clayey,11.98196452,1291.69809,8.453461151,1.35367002,Fruit/Vegetable,Medium,0.8136812928
Loamy,32.07258243,1249.990134,8.385862407,3.181643214,Cereal,Medium,0.9845441151
Loamy,14.3295287,765.2394368,6.440818953,1.507033018,Fruit/Vegetable,High,0.8107703652
Sandy,17.5567043,966.0606965,11.78466953,3.534550257,Fruit/Vegetable,Low,0.8647321009
Clayey,34.54060655,1074.747097,9.622370074,4.095085098,Cereal,High,0.9948895662
Clayey,21.39562818,626.157494,11.79963115,1.63671662,Commercial,Medium,0.9069699145
Loamy,18.83573571,589.6276793,8.391594194,4.023537254,Cereal,Medium,0.7992355763
Loamy,27.67427005,1482.654687,10.82300433,3.959715605,Cereal,Medium,0.825230388
Clayey,32.7431743,807.1971634,6.870843962,1.672068277,Cereal,Low,0.8498881888
Loamy,22.91921529,393.5230622,7.339363588,1.593234452,Fruit/Vegetable,Low,0.7228112395
Sandy,18.33133699,685.8105015,9.246764859,3.53421867,Commercial,Low,0.9128649456
Sandy,31.9988348,361.713704,11.81421263,1.853186494,Fruit/Vegetable,High,0.778585
Clayey,27.63892921,366.3753899,6.771028263,3.5289226,Commercial,Medium,0.9107830904
Sandy,31.9083273,1159.136622,9.532226917,3.098188568,Fruit/Vegetable,High,0.9702955256
Sandy,12.78384796,1270.125427,7.730631687,4.807820542,Commercial,Medium,0.718737558
Loamy,30.86826367,793.7512328,7.333893209,3.478787221,Commercial,High,0.7508885597
Clayey,20.56315632,1082.787218,6.211709288,3.956453887,Commercial,Low,0.7649258963
Clayey,10.89250571,303.1050937,6.487486134,1.742108432,Commercial,Medium,0.9825140346
Sandy,28.93695088,1162.357561,11.23092498,2.713902408,Cereal,Low,0.865928534
Loamy,31.78115591,397.1701801,7.961258552,3.88122891,Fruit/Vegetable,High,0.9344078789
Loamy,32.54488591,1099.103292,11.01958348,3.773537142,Fruit/Vegetable,Low,0.8932063946
Clayey,32.02159065,1248.719366,7.009187449,4.042603781,Fruit/Vegetable,Low,0.9361575851
Sandy,32.16882445,1278.724889,6.759056406,2.045198857,Commercial,High,0.9764072701
Loamy,29.78812107,661.4232095,9.614731218,2.585010951,Commercial,Low,0.9311747305
Clayey,33.24775483,1392.917514,6.69740219,4.533552138,Commercial,High,0.8551238333
Clayey,33.72069782,561.6430857,7.635662659,3.96301291,Cereal,Medium,0.9196241476
Clayey,29.33659056,390.2602464,6.391415453,1.646272248,Fruit/Vegetable,High,0.7014756186
Clayey,13.83950331,1408.117205,7.320843348,3.05305173,Fruit/Vegetable,Medium,0.8345537482
Sandy,21.27435676,1408.297222,10.31852534,2.733394631,Cereal,High,0.8943346549
Clayey,19.58600451,957.9158094,10.51262295,4.043796421,Commercial,Low,0.9350758069
Loamy,26.18025119,1350.274476,8.160153181,4.935528104,Fruit/Vegetable,High,0.8960560418
Sandy,29.61289961,1175.462422,11.88435378,4.058765421,Fruit/Vegetable,Low,0.8576218476
